original_filename,coord_box_left,coord_box_top,coord_box_right,coord_box_bottom,type_box_left,type_box_top,type_box_right,type_box_bottom,k_val,x_val,y_val,tile_type,new_filename
emulator-5554_screenshot.png,0,0,0,0,0,0,0,0,,,,,
screenshot31.png,0,0,0,0,0,0,0,0,,,,,
screenshot32.png,0,0,0,0,0,0,0,0,,,,,
screenshot33.png,0,0,0,0,0,0,0,0,,,,,
